date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:14:05	22053/22053	---M--	200	added ('OK')	image/jpeg	etag:%225625-632a912f-6a44b83c938cb166;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-45.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-45.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:05	57830/57830	---M--	200	added ('OK')	image/jpeg	etag:%22e1e6-632a912f-d57e01896913a6b5;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-46.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-46.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:05	19783/19783	---M--	200	added ('OK')	image/jpeg	etag:%224d47-632a912f-e2fc9c2c33a93c2a;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-47.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-47.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:06	32119/32119	---M--	200	added ('OK')	image/jpeg	etag:%227d77-632a912f-609c03383e9e81c6;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-48.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-48.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:06	13175/13175	---M--	200	added ('OK')	image/jpeg	etag:%223377-632a912f-7be3488e34c8c5fd;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-49.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-49.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:06	92121/92121	---M--	200	added ('OK')	image/jpeg	etag:%22167d9-632a912f-ed85c520a55e5498;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-50.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-50.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:06	10078/10078	---M--	200	added ('OK')	image/jpeg	etag:%22275e-632a912f-95c3bbf70c1ccbdd;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-51.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-51.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:06	75010/75010	---M--	200	added ('OK')	image/jpeg	etag:%2212502-632a912f-25eba4a003f3a3c9;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-52.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-52.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:07	19584/19584	---M--	200	added ('OK')	image/jpeg	etag:%224c80-632a912f-95fb9d4d7b4d8301;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-53.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-53.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:07	45788/45788	---M--	200	added ('OK')	image/jpeg	etag:%22b2dc-632a912f-dd94864096a7eb8f;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-54.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-54.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
